company_name,via,job_id,unique_key,xp,new_title,estado,cidade,is_remote,hard_skills,complemento,soft_skills,graduaçoes,metodologia_trabalho,tipo_contrato
Takao, LinkedIn,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcyBDb21lcmNpYWlzIiwiaHRpZG9jaWQiOiJZNXQtb1NKelJTbDJYa0xKQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiLm5GZzJlYntmb250LXdlaWdodDo1MDB9LkJpNkRkY3tmb250LXdlaWdodDo1MDB9QWNlc3NlIGVtIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vYnIubGlua2VkaW4uY29tL2pvYnMvdmlldy9hbmFsaXN0YS1kZS1kYWRvcy1jb21lcmNpYWlzLWF0LXRha2FvLTM3OTg4OTk4OTE/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,a0ab272f-8784-472b-830d-c1bc831b68f3,Não Informado,Analista de Dados,SP,São Paulo,False,"SQL,Excel,Excel Avançado,Power BI",Dashboard,"Pensamento crítico,Raciocínio Lógico",,,
First Decision, LinkedIn,eyJqb2JfdGl0bGUiOiJDaWVudGlzdGEgZGUgRGFkb3MgU8OqbmlvciIsImh0aWRvY2lkIjoiRVF6MGt2N29DekFMdVRMeUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBMaW5rZWRJbiIsImxpbmsiOiJodHRwczovL2JyLmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvY2llbnRpc3RhLWRlLWRhZG9zLXMlQzMlQUFuaW9yLWF0LWZpcnN0LWRlY2lzaW9uLTM4MDU2MDczNjc/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,008c34f0-b8e9-46f1-89be-afe385bd9137,Pleno,Cientista de Dados,Remoto,Remoto,True,"Python,SQL,Elasticsearch","Análise de dados,Visualização de dados,Estatística",,"Ciência da Computação,Matemática,Estatística,Banco de Dados",Scrum,
Atos, LinkedIn,eyJqb2JfdGl0bGUiOiJDaWVudGlzdGEgZGUgRGFkb3MiLCJodGlkb2NpZCI6InZRM3V3ZGJZZ1IwQWxMdFRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImZjIjoiRXN3QkNvd0JRVTUxVjJoamEyUnRhSFl4UXpsa2FVbFRSbHByVHpWbFUwVXhOMVF5WXpSbmFVUkthVmhxVm5Wa05UQjBSMUo2Y0VWT1RucGFSamcwUjA1U1NtbGlOVXQxYWpCbGJYTnFSMnBLT0RsMmNXUkhTWGgyWnpGVFR6TnVRblpUTWtzdFEyTlhXVFExTFRKd1dUSjZSRGxxWmt4bWNqRnVObGxxUldwWFFuTXRSVGQzTldnNE4yaGxWakE1ZDJrU0Z6TnpVM1ZhWVV0aFRUWmxNekp5YjFCbmNtbHBiMEU0R2lKQlVGaG9iVFZpTjB0eU1XZEtWRWt0U2pWRVlYYzNWRFpPTTJ4RGRubEVkRk5CIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly9ici5saW5rZWRpbi5jb20vam9icy92aWV3L2NpZW50aXN0YS1kZS1kYWRvcy1hdC1hdG9zLTM4MDU0MjA4NTQ/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,1b478320-25ad-4a8c-900a-d309d47ff4fc,Não Informado,Cientista de Dados,Remoto,Remoto,True,"Python,SQL,Tableau,Power BI","Mineração de Dados,Machine Learning,Modelagem preditiva,Análise de dados,Visualização de dados,Estatística",Tomada de Decisão,"Ciência da Computação,Matemática,Estatística,Machine Learning",,
Inaweb Hosting Tratamento de Dados Ltda. ME, LinkedIn,eyJqb2JfdGl0bGUiOiJBdXhpbGlhciBGaW5hbmNlaXJvIiwiaHRpZG9jaWQiOiJZV0NvLTUzdnpUNUVBcTdiQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vYnIubGlua2VkaW4uY29tL2pvYnMvdmlldy9hdXhpbGlhci1maW5hbmNlaXJvLWF0LWluYXdlYi1ob3N0aW5nLXRyYXRhbWVudG8tZGUtZGFkb3MtbHRkYS1tZS0zODA3NTk5NTA4P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,679cce91-57df-4266-b197-8118a991e7ab,Não Informado,Auxiliar Financeiro,Não Informado,Não Informado,False,Excel,,,,,
Ibrowse, LinkedIn,eyJqb2JfdGl0bGUiOiJBZG1pbmlzdHJhZG9yIGRlIEJhbmNvIGRlIERhZG9zIEpSIiwiaHRpZG9jaWQiOiItakVVU0Z6N2V4b3d0RHU1QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vYnIubGlua2VkaW4uY29tL2pvYnMvdmlldy9hZG1pbmlzdHJhZG9yLWRlLWJhbmNvLWRlLWRhZG9zLWpyLWF0LWlicm93c2UtMzgwODcwMTE5MT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,6420d967-c718-413b-a123-484e030b5b98,Pleno,Administrador de Banco de Dados,SC,Florianópolis,False,"SQL,Excel,Azure,Shell script,MySQL,PostgreSQL,Oracle,SQL Server",,,"Informática,Banco de Dados",,
SICREDI FORÇA DOS VENTOS SP, LinkedIn,eyJqb2JfdGl0bGUiOiJDQVMgQ2llbnRpc3RhIGRlIERhZG9zIiwiaHRpZG9jaWQiOiJHS3dXOWxLVkxXTTZmZ3NSQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJmYyI6IkVvd0NDc3dCUVU1MVYyaGpibkpVU1VwbWNIQnpjbk53Ykhwb1UybzNZVm96ZGt0ek9IZGFRbmx2WkVGUlVHaGtiR1p5T1ZSdFVFb3dibXRZTVVGcFZEVTJOVXg2ZVdwUU5IYzRVVnB4UjAxdE9UWnNZVGh4V2tJdFUzTk9ibVZhWVZkdFVrUjFUMnQzTTFocWRWRnlhRkpxYVZKNlpVNWtjRkYwWkZwRE5tcDZYMUZMTFVwRlJWQnZTMUJaYmxaUmJVY3RkMTlJYm5jM2RrZGpkRkJKVlhKWVFpMDNhRlEzYURkcmNra3dXRmR6UjFwS2RWZHpWRFJRZUdWMk1GcHlXRFZxT1U5c1pXVnZPV3RUVUdONWFHZ3pFaGN6YzFOMVdtRkxZVTAyWlRNeWNtOVFaM0pwYVc5Qk9Cb2lRVkJZYUcwMVlVbEVlbmh5TlhseFZrRXlNMFpUYVc1UmNHMHpTMFEzWW1wTWR3IiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMiIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly9ici5saW5rZWRpbi5jb20vam9icy92aWV3L2Nhcy1jaWVudGlzdGEtZGUtZGFkb3MtYXQtc2ljcmVkaS1mb3IlQzMlQTdhLWRvcy12ZW50b3Mtc3AtMzgwODcyMjQ1Nz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,313c55f3-2dea-40e3-9c5c-46f8815f30b5,Não Informado,Cientista de Dados,Não Informado,Não Informado,False,,,,,,
Mutant, LinkedIn,eyJqb2JfdGl0bGUiOiJQZXNzb2EgQ2llbnRpc3RhIGRlIERhZG9zIFNlbmlvciIsImh0aWRvY2lkIjoiNUFtSjg3WXh6bGJ5Y2tIdUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBMaW5rZWRJbiIsImxpbmsiOiJodHRwczovL2JyLmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvcGVzc29hLWNpZW50aXN0YS1kZS1kYWRvcy1zZW5pb3ItYXQtbXV0YW50LTM4MDkyNzExMTE/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,9d8ba859-8a4f-490b-bc26-fae9a0515df2,Sênior,Cientista de Dados,SP,São Paulo,False,"Python,SQL,Excel","Arquitetura de Dados,Visualização de dados,Estatística",,Estatística,,
O Novo Mercado, LinkedIn,eyJqb2JfdGl0bGUiOiJFbmdlbmhlaXJvIGRlIERhZG9zIFPDqm5pb3IiLCJodGlkb2NpZCI6InZUWjZJbVVDUWNBbmlxaDRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly9ici5saW5rZWRpbi5jb20vam9icy92aWV3L2VuZ2VuaGVpcm8tZGUtZGFkb3MtcyVDMyVBQW5pb3ItYXQtby1ub3ZvLW1lcmNhZG8tMzcyODQwMjA2OD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,4d084872-c6b6-4cbb-900f-84118b25e193,Sênior,Engenheiro de Dados,Remoto,Remoto,True,"SQL,Snowflake,AWS","Pipelines de Dados,ETL,Estatística",,Estatística,,
Grupo Panvel, LinkedIn,eyJqb2JfdGl0bGUiOiJFbmdlbmhlaXJvIGRlIERhZG9zIiwiaHRpZG9jaWQiOiJzTGVVakt5aS1kaW9vUGluQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vYnIubGlua2VkaW4uY29tL2pvYnMvdmlldy9lbmdlbmhlaXJvLWRlLWRhZG9zLWF0LWdydXBvLXBhbnZlbC0zODA1NDgzMDkwP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,a58bfc1b-ca1a-43c8-ba96-db54274bc96f,Não Informado,Engenheiro de Dados,Não Informado,Não Informado,False,"Python,SQL,Apache NiFi,AWS","Pipelines de Dados,Estatística,Segurança de dados",,"Matemática,Estatística",,
RHF TALENTOS NORDESTE, LinkedIn,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcy8gUmVjaWZlIC0gUEUiLCJodGlkb2NpZCI6IllBYjFGOFJQVGEySkxvS3hBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly9ici5saW5rZWRpbi5jb20vam9icy92aWV3L2FuYWxpc3RhLWRlLWRhZG9zLXJlY2lmZS1wZS1hdC1yaGYtdGFsZW50b3Mtbm9yZGVzdGUtMzgwNzAxMzM2ND91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,2ad50e1c-5f17-4a31-b6a9-d012341f5697,Não Informado,Analista de Dados,PE,Recife,False,"SQL,Excel,Excel Avançado,Power BI",Estatística,,"Matemática,Estatística",,CLT
Robert Half, LinkedIn,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcyBNZXN0cmUgUGxlbm8iLCJodGlkb2NpZCI6ImxGQVI5SnpzcXhZM2c2cWJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImZjIjoiRXN3QkNvd0JRVTUxVjJoamJFRnlaazlxUkdOelJVMU9UUzF2V0RoMGRIUlpaMnRmVTJoSFNucEhRM2xtWDJ0bVZtVkJkbWcyTnpORVpVOVhXamR1ZVhsdU9EbGxUM1pKUmtsT2FXVnRhbXM1UzFaWlNURXpZMHBKYjNCak9YbE9iVVYwVlV4V09ITkpibUZwVVdwc2MyWnROa3BFUVZFNWMzRkpXbXQzTlVablYzVkxXa0o0V21wRVluaFlUR1p4V1VrU0Z6Uk5VM1ZhWWxSalNtTmZOWGRpYTFBd05FODFNa0U0R2lKQlVGaG9iVFZhZUZsSVpXa3phWFJ5ZVVaUE5HRnJPRkZTZUZSZmNXRnNRbVYzIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiIubkZnMmVie2ZvbnQtd2VpZ2h0OjUwMH0uQmk2RGRje2ZvbnQtd2VpZ2h0OjUwMH1BY2Vzc2UgZW0gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly9ici5saW5rZWRpbi5jb20vam9icy92aWV3L2FuYWxpc3RhLWRlLWRhZG9zLW1lc3RyZS1wbGVuby1hdC1yb2JlcnQtaGFsZi0zODA4NzQ4NTA2P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,b61e7cb3-e38f-490f-a1f7-173c94aa2f2e,Pleno,Analista de Dados,SP,Indaiatuba,False,Excel,,Raciocínio Lógico,,,
Banco PAN, LinkedIn,eyJqb2JfdGl0bGUiOiJFbmdlbmhlaXJvKGEpIGRlIERhZG9zIFBsLiAtIEdvdmVybmFuw6dhIEVuZ2VuaGFyaWEgZGUgRGFkb3MiLCJodGlkb2NpZCI6ImhaZnljV0xZSUY0a3pDV21BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImZjIjoiRXN3QkNvd0JRVTUxVjJoamJYWldXamhOTVhWd1JXRkdUVzF0VjJkUWJHZFllR1p3YTFkUVZtY3piRWhpTlRCMGNWUXROSHBLY25oMlRXazFlRnB6ZFRObFFrNU9aWEJGYWw5VVVFRlVjWFZyVm5oU1NFUk1kVEkyTWtSMVkxaFpOekJ5U1hkMldrSm5TblJSV25OMVUyaHJUVTA0TTNGTlNXNXBOSEF4WWpsdFJXZERXazVtU1U1dGFuYzJVa1JLWkZVU0Z6Uk5VM1ZhWWxSalNtTmZOWGRpYTFBd05FODFNa0U0R2lKQlVGaG9iVFZpUm1sZlVqUmhhWFU1ZVhGME0zQldSVlZRVHpBeldEWlRSR1ZuIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMiIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly9ici5saW5rZWRpbi5jb20vam9icy92aWV3L2VuZ2VuaGVpcm8tYS1kZS1kYWRvcy1wbC1nb3Zlcm5hbiVDMyVBN2EtZW5nZW5oYXJpYS1kZS1kYWRvcy1hdC1iYW5jby1wYW4tMzc3MjY4MjYxNT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,78dbbf71-95f9-4e5c-bbef-208d23f10853,Pleno,Engenheiro(a) de Dados Pl. - Governança Engenharia de Dados,SP,São Paulo,False,"Python,Kubernetes","ETL,Análise de dados,Deep Learning",,"Ciência da Computação,Engenharia da Computação,Sistemas de Informação,Análise e Desenvolvimento de Sistemas,Banco de Dados",,
QSOFT, LinkedIn,eyJqb2JfdGl0bGUiOiJBc3Npc3RlbnRlIGRlIERhZG9zIiwiaHRpZG9jaWQiOiJyRjBfUzlZWUhzMGZGbDUwQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vYnIubGlua2VkaW4uY29tL2pvYnMvdmlldy9hc3Npc3RlbnRlLWRlLWRhZG9zLWF0LXFzb2Z0LTM2NjAwNjk5OTQ/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,6f8929bd-f7d3-4cba-b155-486f265074fd,Não Informado,Assistente de Dados,SP,São Paulo,False,"Python,SQL,Databricks",Big Data,"Resolução de problemas,Raciocínio Lógico",Banco de Dados,,
Jüssi, LinkedIn,eyJqb2JfdGl0bGUiOiJFc3TDoWdpbyBlbSBEYXRhIEFuYWx5dGljcyIsImh0aWRvY2lkIjoiZVJIOVdZRnZQODFrZTRmZEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFc3dCQ293QlFVNTFWMmhqYlVkRFJGVlBSVlJqWmxGMlpXZEZUR28wWW5sbFMxSjFjRkJ1UVhZeVdta3hYME5RWWxneWNUVkNSVlJUUTBGaFNGWmhNVjl3YVVjeE5UZExWWE5oYnpZMmVHdzBVMnROV1dwMGQxQmZhRnB6YzNKcVUwOVliRFJ5VGxGMU4zVjBWemxoVWpWUGRsSkVkR04wWTJ0SFJXNVlORGt6VkVaelMxUTJZMjlEYjB0TGEwNHhUMVVTRnpSTlUzVmFZbFJqU21OZk5YZGlhMUF3TkU4MU1rRTRHaUpCVUZob2JUVmhNbXhIWldkM01VdExVV1JDT1hOMlJYVmxabkJOUzNBeVFsQlIiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18zIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBMaW5rZWRJbiIsImxpbmsiOiJodHRwczovL2JyLmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvZXN0JUMzJUExZ2lvLWVtLWRhdGEtYW5hbHl0aWNzLWF0LWolQzMlQkNzc2ktMzgwOTc0OTIxNT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,797eac39-fb3b-4a45-9a5e-1628318cd2c8,estágio,Estágio em Data Analytics,SP,São Paulo,False,"Python,SQL,Looker,Tableau,Power BI",Dashboard,"Resolução de problemas,Criatividade","Ciência da Computação,Análise e Desenvolvimento de Sistemas,Banco de Dados",,
Keyrus Brasil, LinkedIn,eyJqb2JfdGl0bGUiOiJNdWx0aUNsb3VkIERhdGEgRW5naW5lZXIiLCJodGlkb2NpZCI6IkpSN3JsZEJNcDdGQUl1WkVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImZjIjoiRXVJQkNxSUJRVTUxVjJoamEyOXZkVkp0TlhaeFJGTlBVMWRWY1c1U1l6TlRUV3B4VGpodFdXNUVRbTVFZW5CaE0wbGpWVWRyV0dSWlVHSnpaMHh6UVZaTlVuZGtSQzFLYnpCemJESmlRamhwVERGWGJIVTVURFpIV25aT2VrSnhUVmhWVG1FMlFtbEJSWFZCV1hWSlFWVnVWa1IwU0hOSVQxTlVaelJ2UlhWTlFuTjBTbEozV0VnNU1tUlhabFkyY1VOWFp6Sk1ibmhEU1RWQk1XUmZWbk5tYUZCVVNqbFJFaGMwVFZOMVdtSlVZMHBqWHpWM1ltdFFNRFJQTlRKQk9Cb2lRVkJZYUcwMVluWldObFV5Y0dsa01rcEthMkoxYVRWaWNXRjZkMkpSWTNaS1VRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfNCIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly9ici5saW5rZWRpbi5jb20vam9icy92aWV3L211bHRpY2xvdWQtZGF0YS1lbmdpbmVlci1hdC1rZXlydXMtYnJhc2lsLTM4MDg2ODQ0NTM/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,b0f218b1-a8de-42c9-b47a-023d2ece5bb8,Não Informado,Data Engineer,SP,São Paulo,False,"Databricks,AWS,Azure","ETL,Big Data,Estrutura de dados,Integração de dados",,Informática,,
Adtsys, LinkedIn,eyJqb2JfdGl0bGUiOiJFbmdlbmhlaXJvIGRlIERhZG9zIEdDUCIsImh0aWRvY2lkIjoidFhob2lOQjNydnRJN1c0bkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFc3dCQ293QlFVNTFWMmhqYkdoQlNYSlNjRVU0VmxwYU5ERlVhSG8zVjNNeFFWY3RVRlpJTURsU1QyTTRPVUprUnpWT1pIUlpXRGRWWmpGYVJrUmFTWEJHY1c1RVRsSm9OREZmV0ZJdGFHWnJSRTEyZUZsNU4wcGFVRTlQYmxKUGJFVnJWWGxsTFVGalpYUXpWVFowZFVsVldHWlJUamwzYW1neVVVTTBZa1pUY0U1MlJXVnlYME4wUlVvemFUSjZjbkFTRnpSTlUzVmFZbFJqU21OZk5YZGlhMUF3TkU4MU1rRTRHaUpCVUZob2JUVmhaRWR1YURSVlZteG1ZbG8zVW1aVmVVWkpZVFpOVUZnMk1taFIiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY181IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBMaW5rZWRJbiIsImxpbmsiOiJodHRwczovL2JyLmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvZW5nZW5oZWlyby1kZS1kYWRvcy1nY3AtYXQtYWR0c3lzLTM4MDg3MjAwOTI/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,fbbb45a1-803f-4e44-a763-7a0f69c979db,Não Informado,Engenheiro de Dados,SP,Campinas,False,,,,Informática,,
BTG Pactual, LinkedIn,eyJqb2JfdGl0bGUiOiJFbmdlbmhlaXJvKGEpIGRlIGRhZG9zIC8gQW5hbHl0aWNzIEVuZ2luZWVyIiwiaHRpZG9jaWQiOiJkMml3bEt0YWpfblZKaF9NQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJmYyI6IkV1SUJDcUlCUVU1MVYyaGpiRXA1TmtaMFZGOXdZVFZHVmtOWVFuSllVemt3ZDNaTGJEWndhRmxWV2tGdVNuUlJaVUZ1TFhZMmJIWjZPRWRaZDNWWlkyNXZVMGhNTWtJelVGOXVVbEpvU0VWd2RURmFUMFZHT0VkMlpHTlJiV2xCTkZWbVRWTjZOMVowYlRaNmVFdG1YMHhUVkZGMGVUVTRRbVpuV1RVM1FtSlJiR3R4TTE5emJuUXRkM1JVVkVwR1MweEtXV1JDU0VWUFEyWlBRamN0U0VKUVRqZzBTVXBuRWhjMFRWTjFXbUpVWTBwalh6VjNZbXRRTURSUE5USkJPQm9pUVZCWWFHMDFXVGhOTFZCZkxUSnNRWHA1WDJVNFFrVllaalZVUTFGQ1ZscGlRUSIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzYiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vYnIubGlua2VkaW4uY29tL2pvYnMvdmlldy9lbmdlbmhlaXJvLWEtZGUtZGFkb3MtYW5hbHl0aWNzLWVuZ2luZWVyLWF0LWJ0Zy1wYWN0dWFsLTM3NjgwOTI4Nzg/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,2608d605-9ffc-4d75-88ee-490f2c248025,Não Informado,Analytics engineer,SP,São Paulo,False,"Python,SQL,PySpark,Hive,AWS,Google Cloud,Redshift","Modelagem de dados,Modelagem de dados,Big Data","Boa comunicação,Raciocínio Lógico","Ciência da Computação,Sistemas de Informação",,
